sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
;;;14 a 17;6. A 9. FUND;;74;74;74;74;74;74;74;74;74;74;74;74
;;;14 a 17;6. A 9. FUND;SIM;36;36;36;36;36;36;36;36;36;36;36;36
;;;14 a 17;6. A 9. FUND;NÃO;38;38;38;38;38;38;38;38;38;38;38;38
;;;14 a 17;FUND COMPL;;137;137;137;137;137;137;137;137;137;137;137;137
;;;14 a 17;FUND COMPL;SIM;108;108;108;108;108;108;108;108;108;108;108;108
;;;14 a 17;FUND COMPL;NÃO;29;29;29;29;29;29;29;29;29;29;29;29
;;;14 a 17;MEDIO INCOMP;;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
;;;14 a 17;MEDIO INCOMP;SIM;730;730;730;730;730;730;730;730;730;730;730;730
;;;14 a 17;MEDIO INCOMP;NÃO;470;470;470;470;470;470;470;470;470;470;470;470
;;;14 a 17;MEDIO COMPL;;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682;1682
;;;14 a 17;MEDIO COMPL;SIM;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433
;;;14 a 17;MEDIO COMPL;NÃO;249;249;249;249;249;249;249;249;249;249;249;249
;;;14 a 17;SUP. INCOMP;;46;46;46;46;46;46;46;46;46;46;46;46
;;;14 a 17;SUP. INCOMP;SIM;39;39;39;39;39;39;39;39;39;39;39;39
;;;14 a 17;SUP. INCOMP;NÃO;7;7;7;7;7;7;7;7;7;7;7;7
;;;14 a 17;SUP. COMP;;5;5;5;5;5;5;5;5;5;5;5;5
;;;14 a 17;SUP. COMP;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;14 a 17;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;;14 a 17;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;18 a 24;;;40;40;40;40;40;40;40;40;40;40;40;40
;;;18 a 24;;SIM;37;37;37;37;37;37;37;37;37;37;37;37
;;;18 a 24;;NÃO;476;476;476;476;476;476;476;476;476;476;476;476
;;;18 a 24;ANALFABETO;;135;135;135;135;135;135;135;135;135;135;135;135
;;;18 a 24;ANALFABETO;SIM;122;122;122;122;122;122;122;122;122;122;122;122
;;;18 a 24;ANALFABETO;NÃO;13;13;13;13;13;13;13;13;13;13;13;13
;;;18 a 24;ATE 5.A INC;;157;157;157;157;157;157;157;157;157;157;157;157
;;;18 a 24;ATE 5.A INC;SIM;149;149;149;149;149;149;149;149;149;149;149;149
;;;18 a 24;ATE 5.A INC;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;;;18 a 24;5.A CO FUND;;211;211;211;211;211;211;211;211;211;211;211;211
;;;18 a 24;5.A CO FUND;SIM;187;187;187;187;187;187;187;187;187;187;187;187
;;;18 a 24;5.A CO FUND;NÃO;24;24;24;24;24;24;24;24;24;24;24;24
;;;18 a 24;6. A 9. FUND;;516;516;516;516;516;516;516;516;516;516;516;516
;;;18 a 24;6. A 9. FUND;SIM;477;477;477;477;477;477;477;477;477;477;477;477
;;;18 a 24;6. A 9. FUND;NÃO;39;39;39;39;39;39;39;39;39;39;39;39
;;;18 a 24;FUND COMPL;;1555;1555;1555;1555;1555;1555;1555;1555;1555;1555;1555;1555
;;;18 a 24;FUND COMPL;SIM;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456;1456
;;;18 a 24;FUND COMPL;NÃO;99;99;99;99;99;99;99;99;99;99;99;99
;;;18 a 24;MEDIO INCOMP;;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015
;;;18 a 24;MEDIO INCOMP;SIM;1803;1803;1803;1803;1803;1803;1803;1803;1803;1803;1803;1803
;;;18 a 24;MEDIO INCOMP;NÃO;212;212;212;212;212;212;212;212;212;212;212;212
;;;18 a 24;MEDIO COMPL;;24989;24989;24989;24989;24989;24989;24989;24989;24989;24989;24989;24989
;;;18 a 24;MEDIO COMPL;SIM;23014;23014;23014;23014;23014;23014;23014;23014;23014;23014;23014;23014
;;;18 a 24;MEDIO COMPL;NÃO;1975;1975;1975;1975;1975;1975;1975;1975;1975;1975;1975;1975
;;;18 a 24;SUP. INCOMP;;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543;1543
;;;18 a 24;SUP. INCOMP;SIM;1441;1441;1441;1441;1441;1441;1441;1441;1441;1441;1441;1441
;;;18 a 24;SUP. INCOMP;NÃO;102;102;102;102;102;102;102;102;102;102;102;102
;;;18 a 24;SUP. COMP;;1187;1187;1187;1187;1187;1187;1187;1187;1187;1187;1187;1187
;;;18 a 24;SUP. COMP;SIM;1110;1110;1110;1110;1110;1110;1110;1110;1110;1110;1110;1110
;;;18 a 24;SUP. COMP;NÃO;77;77;77;77;77;77;77;77;77;77;77;77
;;;18 a 24;MESTRADO;;8;8;8;8;8;8;8;8;8;8;8;8
;;;18 a 24;MESTRADO;SIM;8;8;8;8;8;8;8;8;8;8;8;8
;;;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;18 a 24;DOUTORADO;;3;3;3;3;3;3;3;3;3;3;3;3
;;;18 a 24;DOUTORADO;SIM;3;3;3;3;3;3;3;3;3;3;3;3
;;;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;25 a 39;;;724;724;724;724;724;724;724;724;724;724;724;724
;;;25 a 39;;SIM;696;696;696;696;696;696;696;696;696;696;696;696
;;;25 a 39;;NÃO;28;28;28;28;28;28;28;28;28;28;28;28
;;;25 a 39;ANALFABETO;;264;264;264;264;264;264;264;264;264;264;264;264
;;;25 a 39;ANALFABETO;SIM;240;240;240;240;240;240;240;240;240;240;240;240
;;;25 a 39;ANALFABETO;NÃO;24;24;24;24;24;24;24;24;24;24;24;24
;;;25 a 39;ATE 5.A INC;;561;561;561;561;561;561;561;561;561;561;561;561
;;;25 a 39;ATE 5.A INC;SIM;554;554;554;554;554;554;554;554;554;554;554;554
;;;25 a 39;ATE 5.A INC;NÃO;7;7;7;7;7;7;7;7;7;7;7;7
;;;25 a 39;5.A CO FUND;;523;523;523;523;523;523;523;523;523;523;523;523
;;;25 a 39;5.A CO FUND;SIM;479;479;479;479;479;479;479;479;479;479;479;479
;;;25 a 39;5.A CO FUND;NÃO;44;44;44;44;44;44;44;44;44;44;44;44
;;;25 a 39;6. A 9. FUND;;1343;1343;1343;1343;1343;1343;1343;1343;1343;1343;1343;1343
;;;25 a 39;6. A 9. FUND;SIM;1267;1267;1267;1267;1267;1267;1267;1267;1267;1267;1267;1267
;;;25 a 39;6. A 9. FUND;NÃO;76;76;76;76;76;76;76;76;76;76;76;76
;;;25 a 39;FUND COMPL;;3318;3318;3318;3318;3318;3318;3318;3318;3318;3318;3318;3318
;;;25 a 39;FUND COMPL;SIM;3148;3148;3148;3148;3148;3148;3148;3148;3148;3148;3148;3148
;;;25 a 39;FUND COMPL;NÃO;170;170;170;170;170;170;170;170;170;170;170;170
;;;25 a 39;MEDIO INCOMP;;2751;2751;2751;2751;2751;2751;2751;2751;2751;2751;2751;2751
;;;25 a 39;MEDIO INCOMP;SIM;2614;2614;2614;2614;2614;2614;2614;2614;2614;2614;2614;2614
;;;25 a 39;MEDIO INCOMP;NÃO;137;137;137;137;137;137;137;137;137;137;137;137
;;;25 a 39;MEDIO COMPL;;38527;38527;38527;38527;38527;38527;38527;38527;38527;38527;38527;38527
;;;25 a 39;MEDIO COMPL;SIM;35819;35819;35819;35819;35819;35819;35819;35819;35819;35819;35819;35819
;;;25 a 39;MEDIO COMPL;NÃO;2708;2708;2708;2708;2708;2708;2708;2708;2708;2708;2708;2708
;;;25 a 39;SUP. INCOMP;;1547;1547;1547;1547;1547;1547;1547;1547;1547;1547;1547;1547
;;;25 a 39;SUP. INCOMP;SIM;1465;1465;1465;1465;1465;1465;1465;1465;1465;1465;1465;1465
;;;25 a 39;SUP. INCOMP;NÃO;82;82;82;82;82;82;82;82;82;82;82;82
;;;25 a 39;SUP. COMP;;6790;6790;6790;6790;6790;6790;6790;6790;6790;6790;6790;6790
;;;25 a 39;SUP. COMP;SIM;6202;6202;6202;6202;6202;6202;6202;6202;6202;6202;6202;6202
;;;25 a 39;SUP. COMP;NÃO;588;588;588;588;588;588;588;588;588;588;588;588
;;;25 a 39;MESTRADO;;109;109;109;109;109;109;109;109;109;109;109;109
;;;25 a 39;MESTRADO;SIM;106;106;106;106;106;106;106;106;106;106;106;106
;;;25 a 39;MESTRADO;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;;25 a 39;DOUTORADO;;33;33;33;33;33;33;33;33;33;33;33;33
;;;25 a 39;DOUTORADO;SIM;31;31;31;31;31;31;31;31;31;31;31;31
;;;25 a 39;DOUTORADO;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;;40 a 59;;;712;712;712;712;712;712;712;712;712;712;712;712
;;;40 a 59;;SIM;682;682;682;682;682;682;682;682;682;682;682;682
;;;40 a 59;;NÃO;30;30;30;30;30;30;30;30;30;30;30;30
;;;40 a 59;ANALFABETO;;276;276;276;276;276;276;276;276;276;276;276;276
;;;40 a 59;ANALFABETO;SIM;259;259;259;259;259;259;259;259;259;259;259;259
;;;40 a 59;ANALFABETO;NÃO;17;17;17;17;17;17;17;17;17;17;17;17
;;;40 a 59;ATE 5.A INC;;867;867;867;867;867;867;867;867;867;867;867;867
;;;40 a 59;ATE 5.A INC;SIM;818;818;818;818;818;818;818;818;818;818;818;818
;;;40 a 59;ATE 5.A INC;NÃO;49;49;49;49;49;49;49;49;49;49;49;49
;;;40 a 59;5.A CO FUND;;614;614;614;614;614;614;614;614;614;614;614;614
;;;40 a 59;5.A CO FUND;SIM;566;566;566;566;566;566;566;566;566;566;566;566
;;;40 a 59;5.A CO FUND;NÃO;48;48;48;48;48;48;48;48;48;48;48;48
;;;40 a 59;6. A 9. FUND;;1467;1467;1467;1467;1467;1467;1467;1467;1467;1467;1467;1467
;;;40 a 59;6. A 9. FUND;SIM;1392;1392;1392;1392;1392;1392;1392;1392;1392;1392;1392;1392
;;;40 a 59;6. A 9. FUND;NÃO;75;75;75;75;75;75;75;75;75;75;75;75
;;;40 a 59;FUND COMPL;;3018;3018;3018;3018;3018;3018;3018;3018;3018;3018;3018;3018
;;;40 a 59;FUND COMPL;SIM;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852;2852
;;;40 a 59;FUND COMPL;NÃO;166;166;166;166;166;166;166;166;166;166;166;166
;;;40 a 59;MEDIO INCOMP;;1822;1822;1822;1822;1822;1822;1822;1822;1822;1822;1822;1822
;;;40 a 59;MEDIO INCOMP;SIM;1725;1725;1725;1725;1725;1725;1725;1725;1725;1725;1725;1725
;;;40 a 59;MEDIO INCOMP;NÃO;97;97;97;97;97;97;97;97;97;97;97;97
;;;40 a 59;MEDIO COMPL;;24094;24094;24094;24094;24094;24094;24094;24094;24094;24094;24094;24094
;;;40 a 59;MEDIO COMPL;SIM;22304;22304;22304;22304;22304;22304;22304;22304;22304;22304;22304;22304
;;;40 a 59;MEDIO COMPL;NÃO;1790;1790;1790;1790;1790;1790;1790;1790;1790;1790;1790;1790
;;;40 a 59;SUP. INCOMP;;605;605;605;605;605;605;605;605;605;605;605;605
;;;40 a 59;SUP. INCOMP;SIM;560;560;560;560;560;560;560;560;560;560;560;560
;;;40 a 59;SUP. INCOMP;NÃO;45;45;45;45;45;45;45;45;45;45;45;45
;;;40 a 59;SUP. COMP;;4674;4674;4674;4674;4674;4674;4674;4674;4674;4674;4674;4674
;;;40 a 59;SUP. COMP;SIM;4273;4273;4273;4273;4273;4273;4273;4273;4273;4273;4273;4273
;;;40 a 59;SUP. COMP;NÃO;401;401;401;401;401;401;401;401;401;401;401;401
;;;40 a 59;MESTRADO;;62;62;62;62;62;62;62;62;62;62;62;62
;;;40 a 59;MESTRADO;SIM;59;59;59;59;59;59;59;59;59;59;59;59
;;;40 a 59;MESTRADO;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;;40 a 59;DOUTORADO;;25;25;25;25;25;25;25;25;25;25;25;25
;;;40 a 59;DOUTORADO;SIM;22;22;22;22;22;22;22;22;22;22;22;22
;;;40 a 59;DOUTORADO;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;;60 ou mais;;;26;26;26;26;26;26;26;26;26;26;26;26
;;;60 ou mais;;SIM;23;23;23;23;23;23;23;23;23;23;23;23
;;;60 ou mais;;NÃO;106;106;106;106;106;106;106;106;106;106;106;106
;;;60 ou mais;ANALFABETO;;44;44;44;44;44;44;44;44;44;44;44;44
;;;60 ou mais;ANALFABETO;SIM;42;42;42;42;42;42;42;42;42;42;42;42
;;;60 ou mais;ANALFABETO;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;;60 ou mais;ATE 5.A INC;;156;156;156;156;156;156;156;156;156;156;156;156
;;;60 ou mais;ATE 5.A INC;SIM;150;150;150;150;150;150;150;150;150;150;150;150
;;;60 ou mais;ATE 5.A INC;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;;60 ou mais;5.A CO FUND;;81;81;81;81;81;81;81;81;81;81;81;81
;;;60 ou mais;5.A CO FUND;SIM;72;72;72;72;72;72;72;72;72;72;72;72
;;;60 ou mais;5.A CO FUND;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;;;60 ou mais;6. A 9. FUND;;200;200;200;200;200;200;200;200;200;200;200;200
;;;60 ou mais;6. A 9. FUND;SIM;191;191;191;191;191;191;191;191;191;191;191;191
;;;60 ou mais;6. A 9. FUND;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;;;60 ou mais;FUND COMPL;;417;417;417;417;417;417;417;417;417;417;417;417
;;;60 ou mais;FUND COMPL;SIM;396;396;396;396;396;396;396;396;396;396;396;396
;;;60 ou mais;FUND COMPL;NÃO;21;21;21;21;21;21;21;21;21;21;21;21
;;;60 ou mais;MEDIO INCOMP;;150;150;150;150;150;150;150;150;150;150;150;150
;;;60 ou mais;MEDIO INCOMP;SIM;142;142;142;142;142;142;142;142;142;142;142;142
;;;60 ou mais;MEDIO INCOMP;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;;;60 ou mais;MEDIO COMPL;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022
;;;60 ou mais;MEDIO COMPL;SIM;1865;1865;1865;1865;1865;1865;1865;1865;1865;1865;1865;1865
;;;60 ou mais;MEDIO COMPL;NÃO;157;157;157;157;157;157;157;157;157;157;157;157
;;;60 ou mais;SUP. INCOMP;;37;37;37;37;37;37;37;37;37;37;37;37
;;;60 ou mais;SUP. INCOMP;SIM;34;34;34;34;34;34;34;34;34;34;34;34
;;;60 ou mais;SUP. INCOMP;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;;60 ou mais;SUP. COMP;;365;365;365;365;365;365;365;365;365;365;365;365
;;;60 ou mais;SUP. COMP;SIM;321;321;321;321;321;321;321;321;321;321;321;321
;;;60 ou mais;SUP. COMP;NÃO;44;44;44;44;44;44;44;44;44;44;44;44
;;;60 ou mais;MESTRADO;;5;5;5;5;5;5;5;5;5;5;5;5
;;;60 ou mais;MESTRADO;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;DOUTORADO;;7;7;7;7;7;7;7;7;7;7;7;7
;;;60 ou mais;DOUTORADO;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;;60 ou mais;DOUTORADO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;;;;644;644;644;644;644;644;644;644;644;644;644;644
;;Branca;;;SIM;602;602;602;602;602;602;602;602;602;602;602;602
;;Branca;;;NÃO;42;42;42;42;42;42;42;42;42;42;42;42
;;Branca;;ANALFABETO;;233;233;233;233;233;233;233;233;233;233;233;233
;;Branca;;ANALFABETO;SIM;212;212;212;212;212;212;212;212;212;212;212;212
;;Branca;;ANALFABETO;NÃO;21;21;21;21;21;21;21;21;21;21;21;21
;;Branca;;ATE 5.A INC;;509;509;509;509;509;509;509;509;509;509;509;509
;;Branca;;ATE 5.A INC;SIM;491;491;491;491;491;491;491;491;491;491;491;491
;;Branca;;ATE 5.A INC;NÃO;18;18;18;18;18;18;18;18;18;18;18;18
;;Branca;;5.A CO FUND;;531;531;531;531;531;531;531;531;531;531;531;531
;;Branca;;5.A CO FUND;SIM;456;456;456;456;456;456;456;456;456;456;456;456
;;Branca;;5.A CO FUND;NÃO;75;75;75;75;75;75;75;75;75;75;75;75
;;Branca;;6. A 9. FUND;;18;18;18;18;18;18;18;18;18;18;18;18
;;Branca;;6. A 9. FUND;SIM;1117;1117;1117;1117;1117;1117;1117;1117;1117;1117;1117;1117
;;Branca;;6. A 9. FUND;NÃO;18;18;18;18;18;18;18;18;18;18;18;18
;;Branca;;FUND COMPL;;7;7;7;7;7;7;7;7;7;7;7;7
;;Branca;;FUND COMPL;SIM;2080;2080;2080;2080;2080;2080;2080;2080;2080;2080;2080;2080
;;Branca;;FUND COMPL;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;;MEDIO INCOMP;;26;26;26;26;26;26;26;26;26;26;26;26
;;Branca;;MEDIO INCOMP;SIM;1771;1771;1771;1771;1771;1771;1771;1771;1771;1771;1771;1771
;;Branca;;MEDIO INCOMP;NÃO;22;22;22;22;22;22;22;22;22;22;22;22
;;Branca;;MEDIO COMPL;;5009;5009;5009;5009;5009;5009;5009;5009;5009;5009;5009;5009
;;Branca;;MEDIO COMPL;SIM;30237;30237;30237;30237;30237;30237;30237;30237;30237;30237;30237;30237
;;Branca;;MEDIO COMPL;NÃO;390;390;390;390;390;390;390;390;390;390;390;390
;;Branca;;SUP. INCOMP;;1444;1444;1444;1444;1444;1444;1444;1444;1444;1444;1444;1444
;;Branca;;SUP. INCOMP;SIM;1659;1659;1659;1659;1659;1659;1659;1659;1659;1659;1659;1659
;;Branca;;SUP. INCOMP;NÃO;108;108;108;108;108;108;108;108;108;108;108;108
;;Branca;;SUP. COMP;;6065;6065;6065;6065;6065;6065;6065;6065;6065;6065;6065;6065
;;Branca;;SUP. COMP;SIM;5483;5483;5483;5483;5483;5483;5483;5483;5483;5483;5483;5483
;;Branca;;SUP. COMP;NÃO;582;582;582;582;582;582;582;582;582;582;582;582
;;Branca;;MESTRADO;;104;104;104;104;104;104;104;104;104;104;104;104
;;Branca;;MESTRADO;SIM;100;100;100;100;100;100;100;100;100;100;100;100
;;Branca;;MESTRADO;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;;Branca;;DOUTORADO;;39;39;39;39;39;39;39;39;39;39;39;39
;;Branca;;DOUTORADO;SIM;36;36;36;36;36;36;36;36;36;36;36;36
;;Branca;;DOUTORADO;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;Branca;14 a 17;;;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463;1463
;;Branca;14 a 17;;SIM;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135
;;Branca;14 a 17;;NÃO;328;328;328;328;328;328;328;328;328;328;328;328
;;Branca;14 a 17;ANALFABETO;;7;7;7;7;7;7;7;7;7;7;7;7
;;Branca;14 a 17;ANALFABETO;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;14 a 17;ANALFABETO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;ATE 5.A INC;;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;14 a 17;ATE 5.A INC;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;ATE 5.A INC;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;5.A CO FUND;;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;14 a 17;5.A CO FUND;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;14 a 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;6. A 9. FUND;;34;34;34;34;34;34;34;34;34;34;34;34
;;Branca;14 a 17;6. A 9. FUND;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;;Branca;14 a 17;6. A 9. FUND;NÃO;16;16;16;16;16;16;16;16;16;16;16;16
;;Branca;14 a 17;FUND COMPL;;68;68;68;68;68;68;68;68;68;68;68;68
;;Branca;14 a 17;FUND COMPL;SIM;57;57;57;57;57;57;57;57;57;57;57;57
;;Branca;14 a 17;FUND COMPL;NÃO;11;11;11;11;11;11;11;11;11;11;11;11
;;Branca;14 a 17;MEDIO INCOMP;;545;545;545;545;545;545;545;545;545;545;545;545
;;Branca;14 a 17;MEDIO INCOMP;SIM;343;343;343;343;343;343;343;343;343;343;343;343
;;Branca;14 a 17;MEDIO INCOMP;NÃO;202;202;202;202;202;202;202;202;202;202;202;202
;;Branca;14 a 17;MEDIO COMPL;;776;776;776;776;776;776;776;776;776;776;776;776
;;Branca;14 a 17;MEDIO COMPL;SIM;684;684;684;684;684;684;684;684;684;684;684;684
;;Branca;14 a 17;MEDIO COMPL;NÃO;92;92;92;92;92;92;92;92;92;92;92;92
;;Branca;14 a 17;SUP. INCOMP;;23;23;23;23;23;23;23;23;23;23;23;23
;;Branca;14 a 17;SUP. INCOMP;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;;Branca;14 a 17;SUP. INCOMP;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;14 a 17;SUP. COMP;;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;14 a 17;SUP. COMP;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;18 a 24;;;2195;2195;2195;2195;2195;2195;2195;2195;2195;2195;2195;2195
;;Branca;18 a 24;;SIM;2074;2074;2074;2074;2074;2074;2074;2074;2074;2074;2074;2074
;;Branca;18 a 24;;NÃO;700;700;700;700;700;700;700;700;700;700;700;700
;;Branca;18 a 24;ANALFABETO;;55;55;55;55;55;55;55;55;55;55;55;55
;;Branca;18 a 24;ANALFABETO;SIM;48;48;48;48;48;48;48;48;48;48;48;48
;;Branca;18 a 24;ANALFABETO;NÃO;7;7;7;7;7;7;7;7;7;7;7;7
