sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
;;;14 A 17;5.A CO FUND;;179;264;124;139;113;0;0;0;0;0;0;0
;;;14 A 17;5.A CO FUND;SIM;98;108;85;86;83;0;0;0;0;0;0;0
;;;14 A 17;5.A CO FUND;NÃO;81;156;39;53;30;0;0;0;0;0;0;0
;;;14 A 17;6. A 9. FUND;;2345;2313;1894;1670;1781;0;0;0;0;0;0;0
;;;14 A 17;6. A 9. FUND;SIM;776;907;764;734;753;0;0;0;0;0;0;0
;;;14 A 17;6. A 9. FUND;NÃO;1569;1406;1130;936;1028;0;0;0;0;0;0;0
;;;14 A 17;FUND COMPL;;3807;3569;2390;2036;2079;0;0;0;0;0;0;0
;;;14 A 17;FUND COMPL;SIM;1558;1600;1266;1190;1191;0;0;0;0;0;0;0
;;;14 A 17;FUND COMPL;NÃO;2249;1969;1124;846;888;0;0;0;0;0;0;0
;;;14 A 17;MEDIO INCOMP;;36360;45874;36311;32054;31870;0;0;0;0;0;0;0
;;;14 A 17;MEDIO INCOMP;SIM;14248;16456;14243;13929;13011;0;0;0;0;0;0;0
;;;14 A 17;MEDIO INCOMP;NÃO;22112;29418;22068;18125;18859;0;0;0;0;0;0;0
;;;14 A 17;MEDIO COMPL;;25151;26279;18813;15833;14632;0;0;0;0;0;0;0
;;;14 A 17;MEDIO COMPL;SIM;20095;19785;14497;12683;11739;0;0;0;0;0;0;0
;;;14 A 17;MEDIO COMPL;NÃO;5056;6494;4316;3150;2893;0;0;0;0;0;0;0
;;;14 A 17;SUP. INCOMP;;406;815;742;671;521;0;0;0;0;0;0;0
;;;14 A 17;SUP. INCOMP;SIM;302;518;468;409;324;0;0;0;0;0;0;0
;;;14 A 17;SUP. INCOMP;NÃO;104;297;274;262;197;0;0;0;0;0;0;0
;;;14 A 17;SUP. COMP;;105;116;74;48;29;0;0;0;0;0;0;0
;;;14 A 17;SUP. COMP;SIM;62;76;49;33;18;0;0;0;0;0;0;0
;;;14 A 17;SUP. COMP;NÃO;43;40;25;15;11;0;0;0;0;0;0;0
;;;14 A 17;MESTRADO;;1;1;1;3;1;0;0;0;0;0;0;0
;;;14 A 17;MESTRADO;SIM;1;1;0;1;1;0;0;0;0;0;0;0
;;;14 A 17;MESTRADO;NÃO;0;0;1;2;0;0;0;0;0;0;0;0
;;;14 A 17;DOUTORADO;;0;0;0;1;0;0;0;0;0;0;0;0
;;;14 A 17;DOUTORADO;SIM;0;0;0;1;0;0;0;0;0;0;0;0
;;;14 A 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;18 A 24;;;641305;721949;636001;646470;635519;0;0;0;0;0;0;0
;;;18 A 24;;SIM;569788;643712;568231;579485;567116;0;0;0;0;0;0;0
;;;18 A 24;;NÃO;71517;78237;67770;66985;68403;0;0;0;0;0;0;0
;;;18 A 24;ANALFABETO;;1815;2147;1933;1874;1914;0;0;0;0;0;0;0
;;;18 A 24;ANALFABETO;SIM;1629;1927;1714;1660;1683;0;0;0;0;0;0;0
;;;18 A 24;ANALFABETO;NÃO;186;220;219;214;231;0;0;0;0;0;0;0
;;;18 A 24;ATE 5.A INC;;4608;4671;3963;4129;4701;0;0;0;0;0;0;0
;;;18 A 24;ATE 5.A INC;SIM;4184;4347;3747;3832;4388;0;0;0;0;0;0;0
;;;18 A 24;ATE 5.A INC;NÃO;424;324;216;297;313;0;0;0;0;0;0;0
;;;18 A 24;5.A CO FUND;;4103;3939;3433;3732;3924;0;0;0;0;0;0;0
;;;18 A 24;5.A CO FUND;SIM;3791;3769;3261;3587;3646;0;0;0;0;0;0;0
;;;18 A 24;5.A CO FUND;NÃO;312;170;172;145;278;0;0;0;0;0;0;0
;;;18 A 24;6. A 9. FUND;;16868;17354;15274;15176;15156;0;0;0;0;0;0;0
;;;18 A 24;6. A 9. FUND;SIM;15884;16218;14355;14371;14438;0;0;0;0;0;0;0
;;;18 A 24;6. A 9. FUND;NÃO;984;1136;919;805;718;0;0;0;0;0;0;0
;;;18 A 24;FUND COMPL;;31980;33595;29930;29662;29993;0;0;0;0;0;0;0
;;;18 A 24;FUND COMPL;SIM;29073;31131;27594;27386;27485;0;0;0;0;0;0;0
;;;18 A 24;FUND COMPL;NÃO;2907;2464;2336;2276;2508;0;0;0;0;0;0;0
;;;18 A 24;MEDIO INCOMP;;54401;58852;51838;53081;54085;0;0;0;0;0;0;0
;;;18 A 24;MEDIO INCOMP;SIM;47278;52426;46421;47604;47965;0;0;0;0;0;0;0
;;;18 A 24;MEDIO INCOMP;NÃO;7123;6426;5417;5477;6120;0;0;0;0;0;0;0
;;;18 A 24;MEDIO COMPL;;466227;530319;467633;475757;466119;0;0;0;0;0;0;0
;;;18 A 24;MEDIO COMPL;SIM;410961;468147;414509;423601;413671;0;0;0;0;0;0;0
;;;18 A 24;MEDIO COMPL;NÃO;55266;62172;53124;52156;52448;0;0;0;0;0;0;0
;;;18 A 24;SUP. INCOMP;;37474;42818;39213;40476;39091;0;0;0;0;0;0;0
;;;18 A 24;SUP. INCOMP;SIM;34561;39076;35394;36586;34959;0;0;0;0;0;0;0
;;;18 A 24;SUP. INCOMP;NÃO;2913;3742;3819;3890;4132;0;0;0;0;0;0;0
;;;18 A 24;SUP. COMP;;23040;27064;21861;21713;19665;0;0;0;0;0;0;0
;;;18 A 24;SUP. COMP;SIM;21684;25539;20370;20030;18054;0;0;0;0;0;0;0
;;;18 A 24;SUP. COMP;NÃO;1356;1525;1491;1683;1611;0;0;0;0;0;0;0
;;;18 A 24;MESTRADO;;71;107;70;74;74;0;0;0;0;0;0;0
;;;18 A 24;MESTRADO;SIM;57;100;65;69;71;0;0;0;0;0;0;0
;;;18 A 24;MESTRADO;NÃO;14;7;5;5;3;0;0;0;0;0;0;0
;;;18 A 24;DOUTORADO;;46;59;66;42;45;0;0;0;0;0;0;0
;;;18 A 24;DOUTORADO;SIM;36;50;53;36;38;0;0;0;0;0;0;0
;;;18 A 24;DOUTORADO;NÃO;10;9;13;6;7;0;0;0;0;0;0;0
;;;25 A 39;;;971675;1094315;955190;981948;970262;0;0;0;0;0;0;0
;;;25 A 39;;SIM;907670;1026433;893011;920027;907000;0;0;0;0;0;0;0
;;;25 A 39;;NÃO;64005;67882;62179;61921;63262;0;0;0;0;0;0;0
;;;25 A 39;ANALFABETO;;3375;3805;3451;3407;3443;0;0;0;0;0;0;0
;;;25 A 39;ANALFABETO;SIM;3110;3539;3181;3109;3132;0;0;0;0;0;0;0
;;;25 A 39;ANALFABETO;NÃO;265;266;270;298;311;0;0;0;0;0;0;0
;;;25 A 39;ATE 5.A INC;;13688;14106;12421;12958;14093;0;0;0;0;0;0;0
;;;25 A 39;ATE 5.A INC;SIM;12990;13513;11905;12318;13393;0;0;0;0;0;0;0
;;;25 A 39;ATE 5.A INC;NÃO;698;593;516;640;700;0;0;0;0;0;0;0
;;;25 A 39;5.A CO FUND;;10909;11333;9667;10790;10803;0;0;0;0;0;0;0
;;;25 A 39;5.A CO FUND;SIM;10276;10930;9245;10362;10221;0;0;0;0;0;0;0
;;;25 A 39;5.A CO FUND;NÃO;633;403;422;428;582;0;0;0;0;0;0;0
;;;25 A 39;6. A 9. FUND;;38414;41577;36117;36357;36560;0;0;0;0;0;0;0
;;;25 A 39;6. A 9. FUND;SIM;36711;39694;34263;34740;35090;0;0;0;0;0;0;0
;;;25 A 39;6. A 9. FUND;NÃO;1703;1883;1854;1617;1470;0;0;0;0;0;0;0
;;;25 A 39;FUND COMPL;;64072;67896;59665;60282;60740;0;0;0;0;0;0;0
;;;25 A 39;FUND COMPL;SIM;59762;64006;56114;56760;56972;0;0;0;0;0;0;0
;;;25 A 39;FUND COMPL;NÃO;4310;3890;3551;3522;3768;0;0;0;0;0;0;0
;;;25 A 39;MEDIO INCOMP;;54728;60699;53644;55186;55071;0;0;0;0;0;0;0
;;;25 A 39;MEDIO INCOMP;SIM;51900;57734;50746;52392;52178;0;0;0;0;0;0;0
;;;25 A 39;MEDIO INCOMP;NÃO;2828;2965;2898;2794;2893;0;0;0;0;0;0;0
;;;25 A 39;MEDIO COMPL;;624339;695023;620708;640092;634943;0;0;0;0;0;0;0
;;;25 A 39;MEDIO COMPL;SIM;577366;646048;575694;594953;588941;0;0;0;0;0;0;0
;;;25 A 39;MEDIO COMPL;NÃO;46973;48975;45014;45139;46002;0;0;0;0;0;0;0
;;;25 A 39;SUP. INCOMP;;36406;41915;37181;38599;37336;0;0;0;0;0;0;0
;;;25 A 39;SUP. INCOMP;SIM;34718;39932;35312;36772;35341;0;0;0;0;0;0;0
;;;25 A 39;SUP. INCOMP;NÃO;1688;1983;1869;1827;1995;0;0;0;0;0;0;0
;;;25 A 39;SUP. COMP;;108647;132922;104897;107312;101118;0;0;0;0;0;0;0
;;;25 A 39;SUP. COMP;SIM;104217;126818;99867;102333;96162;0;0;0;0;0;0;0
;;;25 A 39;SUP. COMP;NÃO;4430;6104;5030;4979;4956;0;0;0;0;0;0;0
;;;25 A 39;MESTRADO;;2224;4622;2280;1872;1812;0;0;0;0;0;0;0
;;;25 A 39;MESTRADO;SIM;2165;4526;2199;1798;1759;0;0;0;0;0;0;0
;;;25 A 39;MESTRADO;NÃO;59;96;81;74;53;0;0;0;0;0;0;0
;;;25 A 39;DOUTORADO;;677;1514;751;607;522;0;0;0;0;0;0;0
;;;25 A 39;DOUTORADO;SIM;651;1470;718;584;497;0;0;0;0;0;0;0
;;;25 A 39;DOUTORADO;NÃO;26;44;33;23;25;0;0;0;0;0;0;0
;;;40 A 59;;;549424;634951;542560;560293;558744;0;0;0;0;0;0;0
;;;40 A 59;;SIM;517066;598673;511141;528372;525354;0;0;0;0;0;0;0
;;;40 A 59;;NÃO;32358;36278;31419;31921;33390;0;0;0;0;0;0;0
;;;40 A 59;ANALFABETO;;3968;4578;3886;4151;4495;0;0;0;0;0;0;0
;;;40 A 59;ANALFABETO;SIM;3776;4392;3654;3863;4184;0;0;0;0;0;0;0
;;;40 A 59;ANALFABETO;NÃO;192;186;232;288;311;0;0;0;0;0;0;0
;;;40 A 59;ATE 5.A INC;;19632;21866;19010;19417;20468;0;0;0;0;0;0;0
;;;40 A 59;ATE 5.A INC;SIM;18849;21057;18289;18682;19537;0;0;0;0;0;0;0
;;;40 A 59;ATE 5.A INC;NÃO;783;809;721;735;931;0;0;0;0;0;0;0
;;;40 A 59;5.A CO FUND;;12642;13501;11974;12534;13161;0;0;0;0;0;0;0
;;;40 A 59;5.A CO FUND;SIM;12165;13006;11522;12018;12429;0;0;0;0;0;0;0
;;;40 A 59;5.A CO FUND;NÃO;477;495;452;516;732;0;0;0;0;0;0;0
;;;40 A 59;6. A 9. FUND;;31594;35652;30771;32020;32704;0;0;0;0;0;0;0
;;;40 A 59;6. A 9. FUND;SIM;30370;34277;29528;30862;31484;0;0;0;0;0;0;0
;;;40 A 59;6. A 9. FUND;NÃO;1224;1375;1243;1158;1220;0;0;0;0;0;0;0
;;;40 A 59;FUND COMPL;;51638;55945;48197;49174;49764;0;0;0;0;0;0;0
;;;40 A 59;FUND COMPL;SIM;48630;53141;45940;46910;47091;0;0;0;0;0;0;0
;;;40 A 59;FUND COMPL;NÃO;3008;2804;2257;2264;2673;0;0;0;0;0;0;0
;;;40 A 59;MEDIO INCOMP;;28241;32570;28244;29510;29953;0;0;0;0;0;0;0
;;;40 A 59;MEDIO INCOMP;SIM;26917;31073;27005;28269;28434;0;0;0;0;0;0;0
;;;40 A 59;MEDIO INCOMP;NÃO;1324;1497;1239;1241;1519;0;0;0;0;0;0;0
;;;40 A 59;MEDIO COMPL;;328132;374395;329992;341050;339323;0;0;0;0;0;0;0
;;;40 A 59;MEDIO COMPL;SIM;306012;350511;308620;319000;316846;0;0;0;0;0;0;0
;;;40 A 59;MEDIO COMPL;NÃO;22120;23884;21372;22050;22477;0;0;0;0;0;0;0
;;;40 A 59;SUP. INCOMP;;10252;12361;10356;11177;10715;0;0;0;0;0;0;0
;;;40 A 59;SUP. INCOMP;SIM;9681;11714;9736;10541;10044;0;0;0;0;0;0;0
;;;40 A 59;SUP. INCOMP;NÃO;571;647;620;636;671;0;0;0;0;0;0;0
;;;40 A 59;SUP. COMP;;52034;66885;49442;50414;47907;0;0;0;0;0;0;0
;;;40 A 59;SUP. COMP;SIM;49724;62984;46664;47824;45409;0;0;0;0;0;0;0
;;;40 A 59;SUP. COMP;NÃO;2310;3901;2778;2590;2498;0;0;0;0;0;0;0
;;;40 A 59;MESTRADO;;1316;2976;1310;1093;1046;0;0;0;0;0;0;0
;;;40 A 59;MESTRADO;SIM;1263;2913;1260;1053;1015;0;0;0;0;0;0;0
;;;40 A 59;MESTRADO;NÃO;53;63;50;40;31;0;0;0;0;0;0;0
;;;40 A 59;DOUTORADO;;529;1430;590;493;415;0;0;0;0;0;0;0
;;;40 A 59;DOUTORADO;SIM;510;1400;569;477;412;0;0;0;0;0;0;0
;;;40 A 59;DOUTORADO;NÃO;19;30;21;16;3;0;0;0;0;0;0;0
;;;60 OU MAIS;;;36592;43948;37019;38225;38197;0;0;0;0;0;0;0
;;;60 OU MAIS;;SIM;34384;41285;34979;36091;35844;0;0;0;0;0;0;0
;;;60 OU MAIS;;NÃO;2208;2663;2040;2134;2353;0;0;0;0;0;0;0
;;;60 OU MAIS;ANALFABETO;;406;480;414;432;477;0;0;0;0;0;0;0
;;;60 OU MAIS;ANALFABETO;SIM;391;462;401;409;456;0;0;0;0;0;0;0
;;;60 OU MAIS;ANALFABETO;NÃO;15;18;13;23;21;0;0;0;0;0;0;0
;;;60 OU MAIS;ATE 5.A INC;;2342;2735;2447;2444;2547;0;0;0;0;0;0;0
;;;60 OU MAIS;ATE 5.A INC;SIM;2241;2604;2360;2348;2429;0;0;0;0;0;0;0
;;;60 OU MAIS;ATE 5.A INC;NÃO;101;131;87;96;118;0;0;0;0;0;0;0
;;;60 OU MAIS;5.A CO FUND;;1402;1651;1479;1629;1565;0;0;0;0;0;0;0
;;;60 OU MAIS;5.A CO FUND;SIM;1343;1580;1429;1549;1457;0;0;0;0;0;0;0
;;;60 OU MAIS;5.A CO FUND;NÃO;59;71;50;80;108;0;0;0;0;0;0;0
;;;60 OU MAIS;6. A 9. FUND;;2962;3551;3016;3148;3036;0;0;0;0;0;0;0
;;;60 OU MAIS;6. A 9. FUND;SIM;2818;3391;2927;3035;2891;0;0;0;0;0;0;0
;;;60 OU MAIS;6. A 9. FUND;NÃO;144;160;89;113;145;0;0;0;0;0;0;0
;;;60 OU MAIS;FUND COMPL;;5047;5572;4967;4869;4951;0;0;0;0;0;0;0
;;;60 OU MAIS;FUND COMPL;SIM;4722;5225;4679;4597;4630;0;0;0;0;0;0;0
;;;60 OU MAIS;FUND COMPL;NÃO;325;347;288;272;321;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO INCOMP;;2049;2361;2015;2204;2138;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO INCOMP;SIM;1932;2234;1933;2110;1987;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO INCOMP;NÃO;117;127;82;94;151;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO COMPL;;19402;23262;19771;20513;20637;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO COMPL;SIM;18087;21766;18560;19236;19304;0;0;0;0;0;0;0
;;;60 OU MAIS;MEDIO COMPL;NÃO;1315;1496;1211;1277;1333;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. INCOMP;;351;465;358;375;390;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. INCOMP;SIM;336;440;329;358;378;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. INCOMP;NÃO;15;25;29;17;12;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. COMP;;2234;3061;2091;2216;2058;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. COMP;SIM;2132;2813;1925;2080;1931;0;0;0;0;0;0;0
;;;60 OU MAIS;SUP. COMP;NÃO;102;248;166;136;127;0;0;0;0;0;0;0
;;;60 OU MAIS;MESTRADO;;57;193;91;75;65;0;0;0;0;0;0;0
;;;60 OU MAIS;MESTRADO;SIM;54;187;88;71;64;0;0;0;0;0;0;0
;;;60 OU MAIS;MESTRADO;NÃO;3;6;3;4;1;0;0;0;0;0;0;0
;;;60 OU MAIS;DOUTORADO;;46;110;68;49;36;0;0;0;0;0;0;0
;;;60 OU MAIS;DOUTORADO;SIM;44;107;59;46;35;0;0;0;0;0;0;0
;;;60 OU MAIS;DOUTORADO;NÃO;2;3;9;3;1;0;0;0;0;0;0;0
;;BRANCA;;;;916030;1053882;905491;906864;882414;0;0;0;0;0;0;0
;;BRANCA;;;SIM;830522;959286;827053;832905;807592;0;0;0;0;0;0;0
;;BRANCA;;;NÃO;85508;94596;78438;73959;74822;0;0;0;0;0;0;0
;;BRANCA;;ANALFABETO;;3521;4045;3503;3320;3284;0;0;0;0;0;0;0
;;BRANCA;;ANALFABETO;SIM;3109;3565;3069;2909;2889;0;0;0;0;0;0;0
;;BRANCA;;ANALFABETO;NÃO;412;480;434;411;395;0;0;0;0;0;0;0
;;BRANCA;;ATE 5.A INC;;11474;12488;11371;10948;11192;0;0;0;0;0;0;0
;;BRANCA;;ATE 5.A INC;SIM;10760;11869;10895;10535;10649;0;0;0;0;0;0;0
;;BRANCA;;ATE 5.A INC;NÃO;714;619;476;413;543;0;0;0;0;0;0;0
;;BRANCA;;5.A CO FUND;;10544;10910;9089;9399;9381;0;0;0;0;0;0;0
;;BRANCA;;5.A CO FUND;SIM;10005;10410;8726;9051;8882;0;0;0;0;0;0;0
;;BRANCA;;5.A CO FUND;NÃO;539;500;363;348;499;0;0;0;0;0;0;0
;;BRANCA;;6. A 9. FUND;;30581;33545;29044;28249;28256;0;0;0;0;0;0;0
;;BRANCA;;6. A 9. FUND;SIM;27287;30604;26737;26219;26227;0;0;0;0;0;0;0
;;BRANCA;;6. A 9. FUND;NÃO;3294;2941;2307;2030;2029;0;0;0;0;0;0;0
;;BRANCA;;FUND COMPL;;59155;64900;56110;55342;54678;0;0;0;0;0;0;0
;;BRANCA;;FUND COMPL;SIM;52983;59770;52205;51743;50813;0;0;0;0;0;0;0
;;BRANCA;;FUND COMPL;NÃO;6172;5130;3905;3599;3865;0;0;0;0;0;0;0
;;BRANCA;;MEDIO INCOMP;;69561;79351;66369;65242;64217;0;0;0;0;0;0;0
;;BRANCA;;MEDIO INCOMP;SIM;52938;59631;52845;53584;52076;0;0;0;0;0;0;0
;;BRANCA;;MEDIO INCOMP;NÃO;16623;19720;13524;11658;12141;0;0;0;0;0;0;0
;;BRANCA;;MEDIO COMPL;;565716;638875;566030;568578;555214;0;0;0;0;0;0;0
;;BRANCA;;MEDIO COMPL;SIM;515218;584872;517733;521466;508221;0;0;0;0;0;0;0
;;BRANCA;;MEDIO COMPL;NÃO;50498;54003;48297;47112;46993;0;0;0;0;0;0;0
;;BRANCA;;SUP. INCOMP;;45107;52621;46898;48322;46143;0;0;0;0;0;0;0
;;BRANCA;;SUP. INCOMP;SIM;42447;49240;43551;45043;42746;0;0;0;0;0;0;0
;;BRANCA;;SUP. INCOMP;NÃO;2660;3381;3347;3279;3397;0;0;0;0;0;0;0
;;BRANCA;;SUP. COMP;;101945;129142;98585;99367;92886;0;0;0;0;0;0;0
;;BRANCA;;SUP. COMP;SIM;97859;122430;93627;94951;88501;0;0;0;0;0;0;0
;;BRANCA;;SUP. COMP;NÃO;4086;6712;4958;4416;4385;0;0;0;0;0;0;0
;;BRANCA;;MESTRADO;;2464;5198;2469;2086;1964;0;0;0;0;0;0;0
;;BRANCA;;MESTRADO;SIM;2393;5084;2376;2001;1910;0;0;0;0;0;0;0
;;BRANCA;;MESTRADO;NÃO;71;114;93;85;54;0;0;0;0;0;0;0
;;BRANCA;;DOUTORADO;;869;2219;1027;819;717;0;0;0;0;0;0;0
;;BRANCA;;DOUTORADO;SIM;833;2164;981;788;693;0;0;0;0;0;0;0
;;BRANCA;;DOUTORADO;NÃO;36;55;46;31;24;0;0;0;0;0;0;0
;;BRANCA;14 A 17;;;35589;40582;28868;25136;24073;0;0;0;0;0;0;0
;;BRANCA;14 A 17;;SIM;19515;20633;16210;14571;13554;0;0;0;0;0;0;0
;;BRANCA;14 A 17;;NÃO;16074;19949;12658;10565;10519;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ANALFABETO;;54;65;40;49;29;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ANALFABETO;SIM;33;30;28;30;19;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ANALFABETO;NÃO;21;35;12;19;10;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ATE 5.A INC;;58;94;79;49;44;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ATE 5.A INC;SIM;43;45;38;29;31;0;0;0;0;0;0;0
;;BRANCA;14 A 17;ATE 5.A INC;NÃO;15;49;41;20;13;0;0;0;0;0;0;0
;;BRANCA;14 A 17;5.A CO FUND;;73;104;51;42;49;0;0;0;0;0;0;0
;;BRANCA;14 A 17;5.A CO FUND;SIM;40;36;36;28;36;0;0;0;0;0;0;0
;;BRANCA;14 A 17;5.A CO FUND;NÃO;33;68;15;14;13;0;0;0;0;0;0;0
;;BRANCA;14 A 17;6. A 9. FUND;;1197;1054;778;695;660;0;0;0;0;0;0;0
;;BRANCA;14 A 17;6. A 9. FUND;SIM;375;428;358;314;307;0;0;0;0;0;0;0
;;BRANCA;14 A 17;6. A 9. FUND;NÃO;822;626;420;381;353;0;0;0;0;0;0;0
;;BRANCA;14 A 17;FUND COMPL;;2134;1914;1147;1035;1035;0;0;0;0;0;0;0
;;BRANCA;14 A 17;FUND COMPL;SIM;795;852;619;620;629;0;0;0;0;0;0;0
;;BRANCA;14 A 17;FUND COMPL;NÃO;1339;1062;528;415;406;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO INCOMP;;18809;23347;17045;15174;14818;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO INCOMP;SIM;7475;8502;7339;6989;6511;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO INCOMP;NÃO;11334;14845;9706;8185;8307;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO COMPL;;12963;13381;9247;7662;7082;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO COMPL;SIM;10530;10318;7474;6283;5790;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MEDIO COMPL;NÃO;2433;3063;1773;1379;1292;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. INCOMP;;250;548;436;401;331;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. INCOMP;SIM;193;371;284;259;218;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. INCOMP;NÃO;57;177;152;142;113;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. COMP;;48;69;44;28;21;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. COMP;SIM;29;47;34;18;13;0;0;0;0;0;0;0
;;BRANCA;14 A 17;SUP. COMP;NÃO;19;22;10;10;8;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MESTRADO;;1;1;1;0;0;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MESTRADO;SIM;1;1;0;0;0;0;0;0;0;0;0;0
;;BRANCA;14 A 17;MESTRADO;NÃO;0;0;1;0;0;0;0;0;0;0;0;0
;;BRANCA;14 A 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
