sigla_uf;sexo;raca;faixa_etaria;grau_instrucao;clt;janeiro;fevereiro;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
;;;18 a 24;;;1092;1092;1092;1092;1092;1092;1092;1092;1092;1092;1092;1092
;;;18 a 24;;SIM;1670;1670;1670;1670;1670;1670;1670;1670;1670;1670;1670;1670
;;;18 a 24;;NÃO;1063;1063;1063;1063;1063;1063;1063;1063;1063;1063;1063;1063
;;;18 a 24;ANALFABETO;;13;13;13;13;13;13;13;13;13;13;13;13
;;;18 a 24;ANALFABETO;SIM;12;12;12;12;12;12;12;12;12;12;12;12
;;;18 a 24;ANALFABETO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;18 a 24;ATE 5.A INC;;34;34;34;34;34;34;34;34;34;34;34;34
;;;18 a 24;ATE 5.A INC;SIM;28;28;28;28;28;28;28;28;28;28;28;28
;;;18 a 24;ATE 5.A INC;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;;18 a 24;5.A CO FUND;;24;24;24;24;24;24;24;24;24;24;24;24
;;;18 a 24;5.A CO FUND;SIM;21;21;21;21;21;21;21;21;21;21;21;21
;;;18 a 24;5.A CO FUND;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;;18 a 24;6. A 9. FUND;;87;87;87;87;87;87;87;87;87;87;87;87
;;;18 a 24;6. A 9. FUND;SIM;71;71;71;71;71;71;71;71;71;71;71;71
;;;18 a 24;6. A 9. FUND;NÃO;16;16;16;16;16;16;16;16;16;16;16;16
;;;18 a 24;FUND COMPL;;239;239;239;239;239;239;239;239;239;239;239;239
;;;18 a 24;FUND COMPL;SIM;196;196;196;196;196;196;196;196;196;196;196;196
;;;18 a 24;FUND COMPL;NÃO;43;43;43;43;43;43;43;43;43;43;43;43
;;;18 a 24;MEDIO INCOMP;;367;367;367;367;367;367;367;367;367;367;367;367
;;;18 a 24;MEDIO INCOMP;SIM;272;272;272;272;272;272;272;272;272;272;272;272
;;;18 a 24;MEDIO INCOMP;NÃO;95;95;95;95;95;95;95;95;95;95;95;95
;;;18 a 24;MEDIO COMPL;;4062;4062;4062;4062;4062;4062;4062;4062;4062;4062;4062;4062
;;;18 a 24;MEDIO COMPL;SIM;2886;2886;2886;2886;2886;2886;2886;2886;2886;2886;2886;2886
;;;18 a 24;MEDIO COMPL;NÃO;1176;1176;1176;1176;1176;1176;1176;1176;1176;1176;1176;1176
;;;18 a 24;SUP. INCOMP;;315;315;315;315;315;315;315;315;315;315;315;315
;;;18 a 24;SUP. INCOMP;SIM;262;262;262;262;262;262;262;262;262;262;262;262
;;;18 a 24;SUP. INCOMP;NÃO;53;53;53;53;53;53;53;53;53;53;53;53
;;;18 a 24;SUP. COMP;;151;151;151;151;151;151;151;151;151;151;151;151
;;;18 a 24;SUP. COMP;SIM;136;136;136;136;136;136;136;136;136;136;136;136
;;;18 a 24;SUP. COMP;NÃO;15;15;15;15;15;15;15;15;15;15;15;15
;;;18 a 24;MESTRADO;;2;2;2;2;2;2;2;2;2;2;2;2
;;;18 a 24;MESTRADO;SIM;2;2;2;2;2;2;2;2;2;2;2;2
;;;18 a 24;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;18 a 24;DOUTORADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;;18 a 24;DOUTORADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;;18 a 24;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;25 a 39;;;65;65;65;65;65;65;65;65;65;65;65;65
;;;25 a 39;;SIM;61;61;61;61;61;61;61;61;61;61;61;61
;;;25 a 39;;NÃO;539;539;539;539;539;539;539;539;539;539;539;539
;;;25 a 39;ANALFABETO;;41;41;41;41;41;41;41;41;41;41;41;41
;;;25 a 39;ANALFABETO;SIM;31;31;31;31;31;31;31;31;31;31;31;31
;;;25 a 39;ANALFABETO;NÃO;10;10;10;10;10;10;10;10;10;10;10;10
;;;25 a 39;ATE 5.A INC;;79;79;79;79;79;79;79;79;79;79;79;79
;;;25 a 39;ATE 5.A INC;SIM;71;71;71;71;71;71;71;71;71;71;71;71
;;;25 a 39;ATE 5.A INC;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;;;25 a 39;5.A CO FUND;;87;87;87;87;87;87;87;87;87;87;87;87
;;;25 a 39;5.A CO FUND;SIM;81;81;81;81;81;81;81;81;81;81;81;81
;;;25 a 39;5.A CO FUND;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;;25 a 39;6. A 9. FUND;;210;210;210;210;210;210;210;210;210;210;210;210
;;;25 a 39;6. A 9. FUND;SIM;184;184;184;184;184;184;184;184;184;184;184;184
;;;25 a 39;6. A 9. FUND;NÃO;26;26;26;26;26;26;26;26;26;26;26;26
;;;25 a 39;FUND COMPL;;543;543;543;543;543;543;543;543;543;543;543;543
;;;25 a 39;FUND COMPL;SIM;458;458;458;458;458;458;458;458;458;458;458;458
;;;25 a 39;FUND COMPL;NÃO;85;85;85;85;85;85;85;85;85;85;85;85
;;;25 a 39;MEDIO INCOMP;;390;390;390;390;390;390;390;390;390;390;390;390
;;;25 a 39;MEDIO INCOMP;SIM;322;322;322;322;322;322;322;322;322;322;322;322
;;;25 a 39;MEDIO INCOMP;NÃO;68;68;68;68;68;68;68;68;68;68;68;68
;;;25 a 39;MEDIO COMPL;;6784;6784;6784;6784;6784;6784;6784;6784;6784;6784;6784;6784
;;;25 a 39;MEDIO COMPL;SIM;5066;5066;5066;5066;5066;5066;5066;5066;5066;5066;5066;5066
;;;25 a 39;MEDIO COMPL;NÃO;1718;1718;1718;1718;1718;1718;1718;1718;1718;1718;1718;1718
;;;25 a 39;SUP. INCOMP;;284;284;284;284;284;284;284;284;284;284;284;284
;;;25 a 39;SUP. INCOMP;SIM;249;249;249;249;249;249;249;249;249;249;249;249
;;;25 a 39;SUP. INCOMP;NÃO;35;35;35;35;35;35;35;35;35;35;35;35
;;;25 a 39;SUP. COMP;;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190
;;;25 a 39;SUP. COMP;SIM;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126
;;;25 a 39;SUP. COMP;NÃO;64;64;64;64;64;64;64;64;64;64;64;64
;;;25 a 39;MESTRADO;;10;10;10;10;10;10;10;10;10;10;10;10
;;;25 a 39;MESTRADO;SIM;9;9;9;9;9;9;9;9;9;9;9;9
;;;25 a 39;MESTRADO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;25 a 39;DOUTORADO;;4;4;4;4;4;4;4;4;4;4;4;4
;;;25 a 39;DOUTORADO;SIM;4;4;4;4;4;4;4;4;4;4;4;4
;;;25 a 39;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;40 a 59;;;46;46;46;46;46;46;46;46;46;46;46;46
;;;40 a 59;;SIM;45;45;45;45;45;45;45;45;45;45;45;45
;;;40 a 59;;NÃO;622;622;622;622;622;622;622;622;622;622;622;622
;;;40 a 59;ANALFABETO;;38;38;38;38;38;38;38;38;38;38;38;38
;;;40 a 59;ANALFABETO;SIM;37;37;37;37;37;37;37;37;37;37;37;37
;;;40 a 59;ANALFABETO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;40 a 59;ATE 5.A INC;;114;114;114;114;114;114;114;114;114;114;114;114
;;;40 a 59;ATE 5.A INC;SIM;105;105;105;105;105;105;105;105;105;105;105;105
;;;40 a 59;ATE 5.A INC;NÃO;9;9;9;9;9;9;9;9;9;9;9;9
;;;40 a 59;5.A CO FUND;;90;90;90;90;90;90;90;90;90;90;90;90
;;;40 a 59;5.A CO FUND;SIM;85;85;85;85;85;85;85;85;85;85;85;85
;;;40 a 59;5.A CO FUND;NÃO;5;5;5;5;5;5;5;5;5;5;5;5
;;;40 a 59;6. A 9. FUND;;200;200;200;200;200;200;200;200;200;200;200;200
;;;40 a 59;6. A 9. FUND;SIM;175;175;175;175;175;175;175;175;175;175;175;175
;;;40 a 59;6. A 9. FUND;NÃO;25;25;25;25;25;25;25;25;25;25;25;25
;;;40 a 59;FUND COMPL;;398;398;398;398;398;398;398;398;398;398;398;398
;;;40 a 59;FUND COMPL;SIM;355;355;355;355;355;355;355;355;355;355;355;355
;;;40 a 59;FUND COMPL;NÃO;43;43;43;43;43;43;43;43;43;43;43;43
;;;40 a 59;MEDIO INCOMP;;224;224;224;224;224;224;224;224;224;224;224;224
;;;40 a 59;MEDIO INCOMP;SIM;195;195;195;195;195;195;195;195;195;195;195;195
;;;40 a 59;MEDIO INCOMP;NÃO;29;29;29;29;29;29;29;29;29;29;29;29
;;;40 a 59;MEDIO COMPL;;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315
;;;40 a 59;MEDIO COMPL;SIM;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631;2631
;;;40 a 59;MEDIO COMPL;NÃO;684;684;684;684;684;684;684;684;684;684;684;684
;;;40 a 59;SUP. INCOMP;;102;102;102;102;102;102;102;102;102;102;102;102
;;;40 a 59;SUP. INCOMP;SIM;90;90;90;90;90;90;90;90;90;90;90;90
;;;40 a 59;SUP. INCOMP;NÃO;12;12;12;12;12;12;12;12;12;12;12;12
;;;40 a 59;SUP. COMP;;486;486;486;486;486;486;486;486;486;486;486;486
;;;40 a 59;SUP. COMP;SIM;459;459;459;459;459;459;459;459;459;459;459;459
;;;40 a 59;SUP. COMP;NÃO;27;27;27;27;27;27;27;27;27;27;27;27
;;;40 a 59;MESTRADO;;6;6;6;6;6;6;6;6;6;6;6;6
;;;40 a 59;MESTRADO;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;;40 a 59;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;40 a 59;DOUTORADO;;5;5;5;5;5;5;5;5;5;5;5;5
;;;40 a 59;DOUTORADO;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;;40 a 59;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;;;269;269;269;269;269;269;269;269;269;269;269;269
;;;60 ou mais;;SIM;238;238;238;238;238;238;238;238;238;238;238;238
;;;60 ou mais;;NÃO;46;46;46;46;46;46;46;46;46;46;46;46
;;;60 ou mais;ANALFABETO;;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;ANALFABETO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;ATE 5.A INC;;18;18;18;18;18;18;18;18;18;18;18;18
;;;60 ou mais;ATE 5.A INC;SIM;18;18;18;18;18;18;18;18;18;18;18;18
;;;60 ou mais;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;5.A CO FUND;;6;6;6;6;6;6;6;6;6;6;6;6
;;;60 ou mais;5.A CO FUND;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;;60 ou mais;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;6. A 9. FUND;;12;12;12;12;12;12;12;12;12;12;12;12
;;;60 ou mais;6. A 9. FUND;SIM;10;10;10;10;10;10;10;10;10;10;10;10
;;;60 ou mais;6. A 9. FUND;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;;60 ou mais;FUND COMPL;;34;34;34;34;34;34;34;34;34;34;34;34
;;;60 ou mais;FUND COMPL;SIM;30;30;30;30;30;30;30;30;30;30;30;30
;;;60 ou mais;FUND COMPL;NÃO;4;4;4;4;4;4;4;4;4;4;4;4
;;;60 ou mais;MEDIO INCOMP;;15;15;15;15;15;15;15;15;15;15;15;15
;;;60 ou mais;MEDIO INCOMP;SIM;14;14;14;14;14;14;14;14;14;14;14;14
;;;60 ou mais;MEDIO INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;MEDIO COMPL;;253;253;253;253;253;253;253;253;253;253;253;253
;;;60 ou mais;MEDIO COMPL;SIM;216;216;216;216;216;216;216;216;216;216;216;216
;;;60 ou mais;MEDIO COMPL;NÃO;37;37;37;37;37;37;37;37;37;37;37;37
;;;60 ou mais;SUP. INCOMP;;6;6;6;6;6;6;6;6;6;6;6;6
;;;60 ou mais;SUP. INCOMP;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;;60 ou mais;SUP. INCOMP;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;SUP. COMP;;39;39;39;39;39;39;39;39;39;39;39;39
;;;60 ou mais;SUP. COMP;SIM;39;39;39;39;39;39;39;39;39;39;39;39
;;;60 ou mais;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;MESTRADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;MESTRADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;;60 ou mais;DOUTORADO;;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;DOUTORADO;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;;60 ou mais;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;;;;54;54;54;54;54;54;54;54;54;54;54;54
;;Branca;;;SIM;51;51;51;51;51;51;51;51;51;51;51;51
;;Branca;;;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;;ANALFABETO;;33;33;33;33;33;33;33;33;33;33;33;33
;;Branca;;ANALFABETO;SIM;25;25;25;25;25;25;25;25;25;25;25;25
;;Branca;;ANALFABETO;NÃO;8;8;8;8;8;8;8;8;8;8;8;8
;;Branca;;ATE 5.A INC;;63;63;63;63;63;63;63;63;63;63;63;63
;;Branca;;ATE 5.A INC;SIM;57;57;57;57;57;57;57;57;57;57;57;57
;;Branca;;ATE 5.A INC;NÃO;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;;5.A CO FUND;;74;74;74;74;74;74;74;74;74;74;74;74
;;Branca;;5.A CO FUND;SIM;71;71;71;71;71;71;71;71;71;71;71;71
;;Branca;;5.A CO FUND;NÃO;3;3;3;3;3;3;3;3;3;3;3;3
;;Branca;;6. A 9. FUND;;142;142;142;142;142;142;142;142;142;142;142;142
;;Branca;;6. A 9. FUND;SIM;127;127;127;127;127;127;127;127;127;127;127;127
;;Branca;;6. A 9. FUND;NÃO;15;15;15;15;15;15;15;15;15;15;15;15
;;Branca;;FUND COMPL;;377;377;377;377;377;377;377;377;377;377;377;377
;;Branca;;FUND COMPL;SIM;376;376;376;376;376;376;376;376;376;376;376;376
;;Branca;;FUND COMPL;NÃO;53;53;53;53;53;53;53;53;53;53;53;53
;;Branca;;MEDIO INCOMP;;81;81;81;81;81;81;81;81;81;81;81;81
;;Branca;;MEDIO INCOMP;SIM;219;219;219;219;219;219;219;219;219;219;219;219
;;Branca;;MEDIO INCOMP;NÃO;20;20;20;20;20;20;20;20;20;20;20;20
;;Branca;;MEDIO COMPL;;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433
;;Branca;;MEDIO COMPL;SIM;1180;1180;1180;1180;1180;1180;1180;1180;1180;1180;1180;1180
;;Branca;;MEDIO COMPL;NÃO;957;957;957;957;957;957;957;957;957;957;957;957
;;Branca;;SUP. INCOMP;;320;320;320;320;320;320;320;320;320;320;320;320
;;Branca;;SUP. INCOMP;SIM;263;263;263;263;263;263;263;263;263;263;263;263
;;Branca;;SUP. INCOMP;NÃO;57;57;57;57;57;57;57;57;57;57;57;57
;;Branca;;SUP. COMP;;1081;1081;1081;1081;1081;1081;1081;1081;1081;1081;1081;1081
;;Branca;;SUP. COMP;SIM;1029;1029;1029;1029;1029;1029;1029;1029;1029;1029;1029;1029
;;Branca;;SUP. COMP;NÃO;52;52;52;52;52;52;52;52;52;52;52;52
;;Branca;;MESTRADO;;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;;MESTRADO;SIM;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;;DOUTORADO;;8;8;8;8;8;8;8;8;8;8;8;8
;;Branca;;DOUTORADO;SIM;8;8;8;8;8;8;8;8;8;8;8;8
;;Branca;;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;;;161;161;161;161;161;161;161;161;161;161;161;161
;;Branca;14 a 17;;SIM;96;96;96;96;96;96;96;96;96;96;96;96
;;Branca;14 a 17;;NÃO;65;65;65;65;65;65;65;65;65;65;65;65
;;Branca;14 a 17;ANALFABETO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;ANALFABETO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;ANALFABETO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;ATE 5.A INC;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;ATE 5.A INC;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;ATE 5.A INC;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;5.A CO FUND;;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;5.A CO FUND;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;5.A CO FUND;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;6. A 9. FUND;;3;3;3;3;3;3;3;3;3;3;3;3
;;Branca;14 a 17;6. A 9. FUND;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;6. A 9. FUND;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;14 a 17;FUND COMPL;;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;14 a 17;FUND COMPL;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;14 a 17;FUND COMPL;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;MEDIO INCOMP;;78;78;78;78;78;78;78;78;78;78;78;78
;;Branca;14 a 17;MEDIO INCOMP;SIM;36;36;36;36;36;36;36;36;36;36;36;36
;;Branca;14 a 17;MEDIO INCOMP;NÃO;42;42;42;42;42;42;42;42;42;42;42;42
;;Branca;14 a 17;MEDIO COMPL;;71;71;71;71;71;71;71;71;71;71;71;71
;;Branca;14 a 17;MEDIO COMPL;SIM;52;52;52;52;52;52;52;52;52;52;52;52
;;Branca;14 a 17;MEDIO COMPL;NÃO;19;19;19;19;19;19;19;19;19;19;19;19
;;Branca;14 a 17;SUP. INCOMP;;3;3;3;3;3;3;3;3;3;3;3;3
;;Branca;14 a 17;SUP. INCOMP;SIM;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;14 a 17;SUP. INCOMP;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;14 a 17;SUP. COMP;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;SUP. COMP;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;SUP. COMP;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;MESTRADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;MESTRADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;MESTRADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;SIM;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;14 a 17;DOUTORADO;NÃO;0;0;0;0;0;0;0;0;0;0;0;0
;;Branca;18 a 24;;;1737;1737;1737;1737;1737;1737;1737;1737;1737;1737;1737;1737
;;Branca;18 a 24;;SIM;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370
;;Branca;18 a 24;;NÃO;367;367;367;367;367;367;367;367;367;367;367;367
;;Branca;18 a 24;ANALFABETO;;6;6;6;6;6;6;6;6;6;6;6;6
;;Branca;18 a 24;ANALFABETO;SIM;5;5;5;5;5;5;5;5;5;5;5;5
;;Branca;18 a 24;ANALFABETO;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;18 a 24;ATE 5.A INC;;9;9;9;9;9;9;9;9;9;9;9;9
;;Branca;18 a 24;ATE 5.A INC;SIM;7;7;7;7;7;7;7;7;7;7;7;7
;;Branca;18 a 24;ATE 5.A INC;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;18 a 24;5.A CO FUND;;9;9;9;9;9;9;9;9;9;9;9;9
;;Branca;18 a 24;5.A CO FUND;SIM;8;8;8;8;8;8;8;8;8;8;8;8
;;Branca;18 a 24;5.A CO FUND;NÃO;1;1;1;1;1;1;1;1;1;1;1;1
;;Branca;18 a 24;6. A 9. FUND;;22;22;22;22;22;22;22;22;22;22;22;22
;;Branca;18 a 24;6. A 9. FUND;SIM;20;20;20;20;20;20;20;20;20;20;20;20
;;Branca;18 a 24;6. A 9. FUND;NÃO;2;2;2;2;2;2;2;2;2;2;2;2
;;Branca;18 a 24;FUND COMPL;;83;83;83;83;83;83;83;83;83;83;83;83
;;Branca;18 a 24;FUND COMPL;SIM;64;64;64;64;64;64;64;64;64;64;64;64
